ball,true,ball
fenestrate,false,fenestrate
foliate,false,foliate
frog,true,frog
habit,false,habit
joy,true,joy
law,true,law
lib,true,lib
mis,true,mis
new,true,new
monger,false,monger
nob,true,nob
prison,false,prison
re,true,re
un,true,un
vile,true,vile
vitalise,false,vitalise
whelm,true,whelm
zag,true,zag
zig,true,zig
